Solo,Title,Text
1,"Great hostel experience, fun activities and interesting people","The Green Tortoise was such a good experience. Conveniently located, comfortable and a LOT of fun.  Everything at this hostel is designed to maximise your experience on your trip to San Francisco. It's much more than a bed for the night - it's fun activities; organised meals /…"
,Staff went above and beyond,"Staff in this hostel were extremely helpful and friendly. The private twin room that we stayed in was small but great. The staff upgraded for free so my friend and I could be in the same room, even though we'd booked separately. The atmosphere was really really cool and was a…"
,AMAZING first hostel experience !,"We booked a private 3 person bedroom in this lovely hostel in San Francisco. Ideal located in the downtown area, just next to Chinatown and you can easily access the piers from there too. The staff is the nicest I have ever seen, available 24/7 and always happy to help ! They…"
1,By far the best hostel experience ever!!!,This is by far the best hostel I have ever been to. I have stayed here many times in the past. You will not find a hostel like it. Location is great. The area is very safe. Inside the hostel it has a massive dinning area. So it's great to hang out with friends or new friends and…
1,Awesome Atmosphere ,"This hostel was fantastic, it was in a great location, easy to find and walking distance to everything. The atmosphere at the hostel is one of the better I've experienced, always an event on at night to help you meet new people. Really good social hostel!!"
,Brilliant Hostel Experience,"We loved staying at the Green tortoise. We stayed in a spacious private room which had a comfortable bed, linen, towels, hairdryer and sink. The staff were so willing to help (and available 24/7) to answer any questions we had. It was nice arriving back in the afternoons and…"
1,Best hostel I've been tp,"The atmosphere is fantastic. Such a good place to meet people when travelling. The most social hostel I've been to. The free dinners are great, some of the best meals I had travelling, they are mostly veggie which suits me and meal nights are a lot of fun and a great way to…"
1,This place made my trip!,"Went to SFCO suddenly by myself, no idea of what to do and where to start from… The set me up with everything I needed to know. Staff were so cool, I met bunch of nice traveler. The location is a plus!"
,Perfect Hostel Stay,"The Green Tortoise was very organized and everyone was very nice and helpful.  They offered activities every night and very good dinners three times a week.  We slept great at the hostel, we did have a private two person room, which may have been one reason, but the hostel…"
1,Great,"Good location. Friendly and helpful staff. Short walks to Chinatown, Little Italy, Financial District, Fisherman's wharf and so on. Plenty of transport around. Good free breakfast included. Free dinners on certain days. Computers and printers. Laundry facilities. Recommend."
1,cheap stay in the central of city,"I stayed 3 nights in this hostel and it was satisfying considering the price and the location. the staff are helpful on giving information and helping out. They give you a brief tour upon arrival and this is a huge building for a hostel, and also professionally run by a group of…"
1,So great,"I had a wonderful time in this hostel. Really Clean, safe and extremely friendly. The people who worked here are awesome, you can find advices and they help you to have the best time possible. Free breakfast in the morning are a great advantages and you can meet other people…"
